Date,Open,High,Low,Close,Adj Close,Volume,rsi,macd_decision,obv,Close_ema_50_crossover_count,Close_ema_50_classification,Close_increase_decrease,Sentiment score
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,40.21998977661133,129915600,21.867648659855973,0.3037055139135165,-455921200,5.0,0,1,0.10133009200533237
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,40.3040657043457,188923200,19.1173613611913,0.29152335986940126,-266998000,6.0,0,0,0.10654529213358846
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,38.55526351928711,346375200,16.27112059143259,0.38429660320490455,-613373200,7.0,0,0,0.10617386837095856
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.59197998046875,290954000,15.81914148383666,0.48494363154838627,-904327200,8.0,0,1,0.11993155902294332
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,39.16301727294922,272975200,25.11047696069194,0.41582553406387024,-631352000,9.0,0,0,0.1058319432968699
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,38.324649810791016,206434400,28.277522854051085,0.4030002515319608,-837786400,10.0,0,0,0.10284063880119808
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,37.270084381103516,217562000,31.089452929502727,0.43957089523152937,-1055348400,11.0,0,1,0.13026737823216442
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.7259521484375,282690400,30.824224483092678,0.4140403877662405,-772658000,12.0,0,1,0.1162435353995397
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,39.245506286621094,243278000,45.85597570606596,0.2695706021486374,-529380000,13.0,0,1,0.13696698149155356
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.63865661621094,130196800,44.54376682409614,0.13201825691692537,-399183200,14.0,0,1,0.12903690899656656
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,40.36949157714844,162579600,52.02777670663637,-0.01662487417777081,-236603600,15.0,1,1,0.1299457968462925
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.72503662109375,204588800,61.63444562555573,-0.20571160732311466,-32014800,1.0,1,0,0.1398220211180427
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,41.589962005615234,160704400,64.54008881345578,-0.3111678487094688,-192719200,2.0,1,0,0.1199651465837574
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,41.450069427490234,135722000,72.5170246524347,-0.35765004355794383,-328441200,3.0,1,0,0.12777226112017567
2018-02-21,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,41.26193618774414,149886400,78.25537560099418,-0.36072554035010096,-478327600,4.0,1,1,0.10897352885801047
2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,41.606849670410156,123967600,78.97394068751166,-0.3708702935604648,-354360000,5.0,1,1,0.11619218780882973
2018-02-23,43.41749954223633,43.912498474121094,43.3849983215332,43.875,42.33045196533203,135249600,78.57987121519847,-0.4091173764965106,-219110400,6.0,1,1,0.10620493462791704
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,43.16740417480469,152648800,80.6078540068682,-0.4695396137014029,-66461600,7.0,1,0,0.10128415249074968
2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,43.02751541137695,155712400,77.01973414470001,-0.4750077654184588,-222174000,8.0,1,0,0.10872534099212673
2018-02-28,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,42.962379455566406,151128400,77.01973414470001,-0.44960830265367646,-373302400,9.0,1,0,0.10631536869250167
2018-03-01,44.6349983215332,44.94499969482422,43.165000915527344,43.75,42.20984649658203,195208000,75.98044990971422,-0.3596984112743006,-568510400,10.0,1,1,0.10202912812463646
2018-03-02,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,42.5016975402832,153816000,74.65850657562935,-0.3023306829463641,-414694400,11.0,1,1,0.0
2018-03-05,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,42.648826599121094,113605600,66.63702129044154,-0.25810524335490914,-301088800,12.0,1,0,0.0
2018-03-06,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,42.61265563964844,95154000,67.01932760057517,-0.21172172036836867,-396242800,13.0,1,0,0.0
2018-03-07,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,42.21707534790039,126814000,66.43979283487053,-0.1421625728440477,-523056800,14.0,1,1,0.0
2018-03-08,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,42.677764892578125,95096400,61.59143503904597,-0.11803800636732054,-427960400,15.0,1,1,0.0
2018-03-09,44.4900016784668,45.0,44.34749984741211,44.994998931884766,43.411014556884766,128740800,58.671201306200764,-0.1414148967084765,-299219600,16.0,1,1,0.0
2018-03-12,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,43.83069610595703,128828400,58.58624377132404,-0.17227646556720577,-170391200,17.0,1,0,0.0
2018-03-13,45.647499084472656,45.875,44.810001373291016,44.99250030517578,43.40860366821289,126774000,56.8607183473981,-0.1501378192484235,-297165200,18.0,1,0,0.0
2018-03-14,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,43.03956604003906,117473600,56.431318223361636,-0.09910800578932333,-414638800,19.0,1,1,0.0
2018-03-15,44.625,45.060001373291016,44.51750183105469,44.662498474121094,43.0902214050293,90975200,48.11336311133772,-0.06017947638904775,-323663600,20.0,1,0,0.0
2018-03-16,44.662498474121094,44.779998779296875,44.404998779296875,44.505001068115234,42.938262939453125,157618800,41.24883429749402,-0.01733792650395194,-481282400,21.0,1,0,0.0
2018-03-19,44.33000183105469,44.36750030517578,43.415000915527344,43.82500076293945,42.28219985961914,133787200,37.91304878566576,0.05909483498053614,-615069600,22.0,1,0,0.0
2018-03-20,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,42.267730712890625,78597600,38.434419221769495,0.11000169152129746,-693667200,23.0,0,0,0.0
2018-03-21,43.7599983215332,43.772499084472656,42.814998626708984,42.817501068115234,41.31017303466797,148219600,38.434419221769495,0.20437189252538124,-841886800,1.0,0,0,0.0
2018-03-22,42.5,43.16999816894531,42.150001525878906,42.212501525878906,40.72646713256836,165963200,40.39409032389958,0.2958418356365666,-1007850000,2.0,0,0,0.0
2018-03-23,42.09749984741211,42.47999954223633,41.23500061035156,41.23500061035156,39.78337860107422,164115200,43.25473728513626,0.4037968317492593,-1171965200,3.0,0,1,0.0
2018-03-26,42.01750183105469,43.275001525878906,41.61000061035156,43.192501068115234,41.67197036743164,150164800,55.68528834638548,0.32819989482700135,-1021800400,4.0,0,0,0.0
2018-03-27,43.41999816894531,43.787498474121094,41.72999954223633,42.084999084472656,40.60345458984375,163690400,55.68528834638548,0.3363723400794582,-1185490800,5.0,0,0,0.0
2018-03-28,41.8125,42.505001068115234,41.29750061035156,41.619998931884766,40.15482711791992,166674000,53.68006674850974,0.35485177165129006,-1352164800,6.0,0,1,0.0
2018-03-29,41.95249938964844,42.9375,41.724998474121094,41.94499969482422,40.46839141845703,153594000,49.98870994612441,0.32759790842030123,-1198570800,7.0,0,0,0.0
2018-04-02,41.65999984741211,42.23500061035156,41.11750030517578,41.66999816894531,40.20307159423828,150347200,49.63933145406933,0.3106520770115989,-1348918000,8.0,0,1,0.0
2018-04-03,41.90999984741211,42.1875,41.220001220703125,42.09749984741211,40.61552047729492,121112000,50.506030631344935,0.255515296485722,-1227806000,9.0,0,1,0.0
2018-04-04,41.220001220703125,43.002498626708984,41.192501068115234,42.90250015258789,41.39217758178711,138422000,50.88249650948712,0.15465807858214184,-1089384000,10.0,1,1,0.0
2018-04-05,43.14500045776367,43.557498931884766,43.02000045776367,43.20000076293945,41.679203033447266,107732800,54.718339547437985,0.06246622617009953,-981651200,1.0,0,0,0.0
2018-04-06,42.74250030517578,43.119998931884766,42.04999923706055,42.095001220703125,40.61310577392578,140021200,54.718339547437985,0.06990041629239083,-1121672400,1.0,0,1,0.0
2018-04-09,42.470001220703125,43.272499084472656,42.462501525878906,42.51250076293945,41.015907287597656,116070800,57.93529712954159,0.04206691534369006,-1005601600,2.0,1,1,0.0
2018-04-10,43.25,43.5,42.88249969482422,43.3125,41.787750244140625,113634400,63.07701764679291,-0.030918728951160435,-891967200,1.0,1,0,0.0
2018-04-11,43.057498931884766,43.47999954223633,42.92499923706055,43.11000061035156,41.592369079589844,89726400,54.975685511152946,-0.0643312435015303,-981693600,2.0,1,1,0.0
2018-04-12,43.352500915527344,43.75,43.2599983215332,43.53499984741211,42.00241470336914,91557200,43.44883341682825,-0.11108742025122861,-890136400,3.0,1,1,0.0
2018-04-13,43.69499969482422,43.959999084472656,43.462501525878906,43.682498931884766,42.14472198486328,100497200,45.04070927382053,-0.1457935077630095,-789639200,4.0,1,1,0.0
2018-04-16,43.75749969482422,44.04750061035156,43.70750045776367,43.95500183105469,42.40762710571289,86313600,37.25126097693533,-0.17877264086011435,-703325600,5.0,1,1,0.0
2018-04-17,44.122501373291016,44.73500061035156,44.102500915527344,44.560001373291016,42.9913215637207,106421600,38.14962638660705,-0.22975223171159528,-596904000,6.0,1,0,0.0
2018-04-18,44.45249938964844,44.70500183105469,44.220001220703125,44.459999084472656,42.89484405517578,83018000,40.25368606832885,-0.24382650470922876,-679922000,7.0,1,0,0.0
2018-04-19,43.439998626708984,43.84749984741211,43.165000915527344,43.20000076293945,41.679203033447266,139235200,42.03206331922469,-0.15944747603282627,-819157200,8.0,0,0,0.0
2018-04-20,42.650001525878906,42.80500030517578,41.35749816894531,41.43000030517578,39.97152328491211,261964400,42.03206331922469,0.015127444589522115,-1081121600,1.0,0,0,0.0
2018-04-23,41.70750045776367,41.72999954223633,41.022499084472656,41.310001373291016,39.85573959350586,146062000,39.67029827830165,0.13175017590502158,-1227183600,2.0,0,0,0.0
2018-04-24,41.41749954223633,41.58250045776367,40.30500030517578,40.73500061035156,39.30098342895508,134768000,37.1476353295643,0.23467290998744597,-1361951600,3.0,0,1,0.0
2018-04-25,40.654998779296875,41.35499954223633,40.602500915527344,40.912498474121094,39.47222900390625,113528400,36.18823828920983,0.2750558000109954,-1248423200,4.0,0,1,0.0
2018-04-26,41.029998779296875,41.432498931884766,40.842498779296875,41.05500030517578,39.60972213745117,111852000,34.25704554497946,0.27572944679642936,-1136571200,5.0,0,0,0.0
2018-04-27,41.0,41.08250045776367,40.157501220703125,40.58000183105469,39.15144348144531,142623200,33.875220998135134,0.29025777923787643,-1279194400,6.0,0,1,0.0
2018-04-30,40.532501220703125,41.814998626708984,40.459999084472656,41.314998626708984,39.860565185546875,169709600,29.874768638530895,0.23482773350564795,-1109484800,7.0,0,1,0.0
2018-05-01,41.602500915527344,42.29999923706055,41.317501068115234,42.275001525878906,40.78676986694336,214277600,37.0786636105538,0.12356028246775391,-895207200,8.0,1,1,0.0
2018-05-02,43.807498931884766,44.4375,43.45000076293945,44.14250183105469,42.588531494140625,266157600,61.13364633427741,-0.0750681320705806,-629049600,1.0,1,1,0.0
2018-05-03,43.970001220703125,44.375,43.61000061035156,44.22249984741211,42.665706634521484,136272800,56.2355037375038,-0.20379496076106174,-492776800,2.0,1,1,0.0
2018-05-04,44.5625,46.0625,44.54249954223633,45.95750045776367,44.33962631225586,224805200,71.38275696496913,-0.38711466581173937,-267971600,3.0,1,1,0.0
2018-05-07,46.29499816894531,46.91749954223633,46.1875,46.290000915527344,44.660423278808594,169805600,68.6788708137131,-0.5046556103943053,-98166000,4.0,1,1,0.0
2018-05-08,46.247501373291016,46.55500030517578,45.91749954223633,46.51250076293945,44.87510299682617,113611200,66.89854527076523,-0.5666358175310137,15445200,5.0,1,1,0.0
2018-05-09,46.63750076293945,46.849998474121094,46.30500030517578,46.84000015258789,45.19106674194336,92844800,68.7296912734884,-0.5959518737921189,108290000,6.0,1,1,0.0
2018-05-10,46.935001373291016,47.592498779296875,46.912498474121094,47.5099983215332,45.83747482299805,111957200,70.67314264176292,-0.6237570540685637,220247200,7.0,1,0,0.0
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,45.663143157958984,104848800,70.67314264176292,-0.5818444122039761,115398400,8.0,1,0,0.0
2018-05-14,47.252498626708984,47.38249969482422,46.96500015258789,47.037498474121094,45.55660629272461,83115200,72.69995717665843,-0.5132188513872549,32283200,9.0,1,0,0.0
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,45.1425666809082,94780800,74.07702038262471,-0.410015953225477,-62497600,10.0,1,1,0.0
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,45.563873291015625,76732400,77.02824172172087,-0.34465864996006,14234800,11.0,1,0,0.0
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,45.27573776245117,69176000,77.02824172172087,-0.2589167449913874,-54941200,12.0,1,0,0.0
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,45.11109161376953,73190800,77.53534607983187,-0.17243919634686788,-128132000,13.0,1,1,0.0
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,45.43070602416992,73603200,76.84918267952908,-0.12154990803999466,-54528800,14.0,1,0,0.0
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,45.3169059753418,60962800,72.44278685680895,-0.06679877472210993,-115491600,15.0,1,1,0.0
2018-05-23,46.587501525878906,47.125,46.439998626708984,47.09000015258789,45.607460021972656,80233600,75.34257450208985,-0.038988854159044406,-35258000,16.0,1,0,0.0
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.037498474121094,45.55660629272461,92936000,66.7144220772923,-0.0069383573945007715,-128194000,17.0,1,1,0.0
2018-05-25,47.057498931884766,47.412498474121094,46.912498474121094,47.14500045776367,45.660728454589844,69844000,69.19733042941957,0.015894664380081025,-58350000,18.0,1,0,0.0
2018-05-29,46.900001525878906,47.1875,46.717498779296875,46.974998474121094,45.49606704711914,90056400,70.38918393768645,0.049426834408902165,-148406400,19.0,1,0,0.0
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,45.39921569824219,74762000,74.18744342960586,0.08332709733400978,-223168400,20.0,1,0,0.0
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.717498779296875,45.24667739868164,109931200,63.735142622529295,0.11916073759510082,-333099600,21.0,1,1,0.0
2018-06-01,46.997501373291016,47.564998626708984,46.9375,47.560001373291016,46.06266784667969,93770000,71.5014158937457,0.09023822399242254,-239329600,22.0,1,1,0.0
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,46.4476432800293,105064800,70.68113617694229,0.05043738684087806,-134264800,23.0,1,1,0.0
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,46.805992126464844,86264000,67.05319771767651,0.00754469137404068,-48000800,24.0,1,1,0.0
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.96821975708008,83734400,62.48446875316904,-0.022131572918285602,35733600,25.0,1,0,0.0
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,46.842308044433594,85388800,58.96833168853648,-0.02293236256001774,-49655200,26.0,1,0,0.0
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,46.41617202758789,106627200,60.77635403224348,0.014243488976389607,-156282400,27.0,1,0,0.0
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,46.302371978759766,73234000,53.644312411378735,0.05265974720276678,-229516400,28.0,1,1,0.0
2018-06-12,47.84749984741211,48.15250015258789,47.787498474121094,48.06999969482422,46.55659866333008,67644400,50.91005175130807,0.06546882194447745,-161872000,29.0,1,0,0.0
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,46.174034118652344,86553600,52.21888884070597,0.10336731248197528,-248425600,30.0,1,1,0.0
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,46.19824981689453,86440400,50.34442487646141,0.12796552087018864,-161985200,31.0,1,0,0.0
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,45.72367477416992,246876800,49.99396926411907,0.1755125333993287,-408862000,32.0,1,0,0.0
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,45.69945526123047,73939600,49.99396926411907,0.2048754233830501,-482801600,33.0,1,0,0.0
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.960968017578125,134314000,50.4520128594252,0.2679003757171353,-617115600,34.0,1,1,0.0
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,45.15709686279297,82514800,49.789601855959845,0.28652552997598,-534600800,35.0,1,0,0.0
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.90528869628906,102847600,42.263966646364345,0.3052078634130889,-637448400,36.0,1,0,0.0
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,44.77452850341797,108801600,38.7776680614837,0.314274081871458,-746250000,37.0,0,0,0.0
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,44.10867691040039,126652400,30.696470550986646,0.3513806683297885,-872902400,1.0,1,1,0.0
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,44.6558837890625,98276800,41.54455345068798,0.32338482172889926,-774625600,1.0,0,0,0.0
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,44.59050750732422,101141200,42.540375455783696,0.29567896989121767,-875766800,1.0,1,1,0.0
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.91497039794922,69460800,40.78811022413263,0.24324697952663216,-806306000,1.0,1,0,0.0
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,44.82053756713867,90950800,47.86035148553866,0.2051123584993326,-897256800,2.0,1,1,0.0
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,45.32175064086914,70925200,49.017590195254314,0.1382229119616834,-826331600,3.0,0,0,0.0
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,44.53240203857422,55819200,48.17485537163374,0.14153873801416778,-882150800,1.0,1,1,0.0
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.8907470703125,66416800,50.48090065956007,0.1127376765098163,-815734000,1.0,1,1,0.0
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,45.513023376464844,69940800,59.93173913232273,0.0476687209500881,-745793200,2.0,1,1,0.0
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,46.14497756958008,79026400,61.53610523296972,-0.03746794198567952,-666766800,3.0,1,0,0.0
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,46.08929443359375,63756400,59.02080682965801,-0.08532377067339597,-730523200,4.0,1,0,0.0
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,45.491233825683594,75326000,61.19106523120308,-0.07137156357568836,-805849200,5.0,1,1,0.0
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,46.25394058227539,72164400,62.76946531383,-0.1089117443503255,-733684800,6.0,1,1,0.0
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,46.32658386230469,50055600,60.06088808088521,-0.1310402666626055,-683629200,7.0,1,0,0.0
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,46.22488784790039,60172400,68.14645916913743,-0.13056318008164858,-743801600,8.0,1,1,0.0
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,46.35564041137695,62138000,65.59056385953417,-0.1309608685461149,-681663600,9.0,1,0,0.0
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,46.10139846801758,65573600,66.88864438888213,-0.1062200523246104,-747237200,10.0,1,1,0.0
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,46.45975112915039,81147200,59.52091809990336,-0.1071426621970783,-666090000,11.0,1,0,0.0
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,46.353214263916016,82704800,57.2184847724406,-0.09322535296399309,-748794800,12.0,1,1,0.0
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,46.39436721801758,63957600,57.49452640603428,-0.0802559623128577,-684837200,13.0,1,1,0.0
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.73093032836914,74791600,57.232419550121136,-0.08784207292125329,-610045600,14.0,1,1,0.0
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,47.17160415649414,66839600,57.83182014019705,-0.11457461263836854,-543206000,15.0,1,0,0.0
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,47.023902893066406,76304000,52.81103885812055,-0.11287590320853047,-619510000,16.0,1,0,0.0
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,46.2418327331543,96096000,49.69116620718997,-0.051388084414433544,-715606000,17.0,1,0,0.0
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.982749938964844,84118000,46.373899348088166,0.010006380262365444,-799724000,18.0,1,1,0.0
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,46.07476043701172,157492000,44.107753830116415,0.044967515534595104,-642232000,19.0,1,1,0.0
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.78902816772461,271742800,55.72024563529217,-0.11136105595548368,-370489200,20.0,1,1,0.0
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,50.215171813964844,249616000,63.49907038008716,-0.29425988360482,-120873200,21.0,1,1,0.0
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,50.36044692993164,133789600,61.343886640186135,-0.3991551432115985,12916400,22.0,1,1,0.0
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,50.62195587158203,101701600,61.88167015914391,-0.45640879089109276,114618000,23.0,1,0,0.0
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,50.14737319946289,102349600,58.38242032608537,-0.4312584595803258,12268400,24.0,1,1,0.0
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,50.181278228759766,90102000,63.31656514736309,-0.38829877821338976,102370400,25.0,1,1,0.0
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,50.57594299316406,93970400,59.495758841379846,-0.3593157146924342,196340800,26.0,1,0,0.0
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,50.425296783447266,98444800,59.708116966074044,-0.2922489765267915,97896000,27.0,1,1,0.0
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.750892639160156,103563600,64.66672844856939,-0.2470792014695964,201459600,28.0,1,1,0.0
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.964717864990234,82992000,63.752076216296906,-0.21009985443320178,284451600,29.0,1,1,0.0
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,51.08377456665039,115230400,61.77962264421803,-0.17349155493090973,399682000,30.0,1,1,0.0
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.83214569091797,114001600,62.41889744637846,-0.17996134493455807,513683600,31.0,1,1,0.0
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.86723709106445,141708000,66.56631858494123,-0.23150841546147105,655391600,32.0,1,0,0.0
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,52.352115631103516,121150800,68.20708111383645,-0.20629020675909948,534240800,33.0,1,0,0.0
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,52.25006103515625,104639200,59.92575443379581,-0.16093102627671652,429601600,34.0,1,1,0.0
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,52.25249481201172,76072400,51.54517399107995,-0.11181965260647275,505674000,35.0,1,1,0.0
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,52.359405517578125,75532800,51.247556696073204,-0.06953639869832529,581206800,36.0,1,1,0.0
